,campaign_id,ad_type,date,spend,actions,audience,state,hair_color
4610,bc2b6d6f-05ce-4f58-9a9a-088c367f3101,photo,2017-04-27,786,"[{""action"": ""conversions"", ""source1"": 38}]",NC_purple_51-56,NC,purple
4612,bc2b6d6f-05ce-4f58-9a9a-088c367f3101,video,2017-04-10,483,"[{""source2"": 93, ""action"": ""conversions""}]",NC_purple_51-56,NC,purple
4614,bc2b6d6f-05ce-4f58-9a9a-088c367f3101,photo,2017-03-30,842,"[{""action"": ""views"", ""source1"": 9}, {""action"": ""views"", ""source1"": 29}, {""action"": ""conversions"", ""source1"": 62}]",NC_purple_51-56,NC,purple
4616,bc2b6d6f-05ce-4f58-9a9a-088c367f3101,video,2017-05-18,0,"[{""action"": ""conversions"", ""source1"": 84}, {""action"": ""conversions"", ""source1"": 39}, {""source2"": 8, ""action"": ""views""}]",NC_purple_51-56,NC,purple
4618,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-02-09,134,"[{""source2"": 33, ""action"": ""views""}, {""source2"": 89, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 58}]",HI_black_60-65,HI,black
4620,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-04-12,834,[],HI_black_60-65,HI,black
4622,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-04-17,86,"[{""source2"": 32, ""action"": ""conversions""}, {""source2"": 16, ""action"": ""views""}]",HI_black_60-65,HI,black
4624,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-03-14,9,"[{""source2"": 18, ""action"": ""conversions""}]",HI_black_60-65,HI,black
4626,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,video,2017-04-13,802,"[{""source2"": 7, ""action"": ""conversions""}]",HI_black_60-65,HI,black
4628,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-03-02,919,"[{""source2"": 23, ""action"": ""views""}, {""source2"": 58, ""action"": ""conversions""}]",HI_black_60-65,HI,black
4630,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,video,2017-04-04,19,[],HI_black_60-65,HI,black
4632,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-03-12,591,"[{""source2"": 36, ""action"": ""views""}]",HI_black_60-65,HI,black
4634,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-02-12,70,"[{""source2"": 71, ""action"": ""views""}]",HI_black_60-65,HI,black
4636,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-04-06,574,"[{""source2"": 47, ""action"": ""conversions""}]",HI_black_60-65,HI,black
4638,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,video,2017-04-20,957,[],HI_black_60-65,HI,black
4640,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-03-05,936,"[{""action"": ""conversions"", ""source1"": 37}]",HI_black_60-65,HI,black
4642,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,video,2017-02-15,123,"[{""action"": ""conversions"", ""source1"": 5}, {""action"": ""views"", ""source1"": 57}]",HI_black_60-65,HI,black
4644,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-02-21,136,"[{""source2"": 86, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 81}, {""action"": ""conversions"", ""source1"": 36}, {""action"": ""views"", ""source1"": 14}, {""action"": ""views"", ""source1"": 56}]",HI_black_60-65,HI,black
4646,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,photo,2017-04-08,969,"[{""source2"": 73, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 24}, {""source2"": 62, ""action"": ""views""}, {""source2"": 39, ""action"": ""views""}]",HI_black_60-65,HI,black
4648,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,video,2017-05-12,773,[],HI_black_60-65,HI,black
4650,6dd78ea5-4df2-4478-8abe-a5ce69e7826d,video,2017-04-19,224,"[{""action"": ""views"", ""source1"": 58}, {""source2"": 73, ""action"": ""views""}, {""action"": ""views"", ""source1"": 28}, {""source2"": 29, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 39}]",HI_black_60-65,HI,black
4652,2623e30e-754a-4a67-ba4e-7fef48b67efc,photo,2017-02-26,101,"[{""action"": ""conversions"", ""source1"": 61}, {""source2"": 60, ""action"": ""conversions""}, {""source2"": 60, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 62}]",AK_green_33-38,AK,green
4654,2623e30e-754a-4a67-ba4e-7fef48b67efc,photo,2017-04-24,741,[],AK_green_33-38,AK,green
4656,2623e30e-754a-4a67-ba4e-7fef48b67efc,video,2017-04-10,201,[],AK_green_33-38,AK,green
4658,2623e30e-754a-4a67-ba4e-7fef48b67efc,photo,2017-02-21,856,"[{""source2"": 39, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 10}, {""action"": ""views"", ""source1"": 32}]",AK_green_33-38,AK,green
4660,2623e30e-754a-4a67-ba4e-7fef48b67efc,photo,2017-05-18,670,[],AK_green_33-38,AK,green
4662,2623e30e-754a-4a67-ba4e-7fef48b67efc,video,2017-03-25,828,"[{""source2"": 10, ""action"": ""views""}]",AK_green_33-38,AK,green
4664,2623e30e-754a-4a67-ba4e-7fef48b67efc,photo,2017-02-11,928,"[{""source2"": 91, ""action"": ""views""}, {""source2"": 15, ""action"": ""conversions""}]",AK_green_33-38,AK,green
4666,2623e30e-754a-4a67-ba4e-7fef48b67efc,photo,2017-02-14,593,"[{""source2"": 50, ""action"": ""conversions""}, {""source2"": 55, ""action"": ""views""}, {""action"": ""views"", ""source1"": 38}, {""source2"": 40, ""action"": ""views""}, {""source2"": 67, ""action"": ""views""}]",AK_green_33-38,AK,green
4668,2623e30e-754a-4a67-ba4e-7fef48b67efc,video,2017-02-16,589,"[{""source2"": 35, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 65}, {""action"": ""views"", ""source1"": 0}, {""source2"": 10, ""action"": ""views""}]",AK_green_33-38,AK,green
4670,2623e30e-754a-4a67-ba4e-7fef48b67efc,video,2017-02-23,0,"[{""action"": ""views"", ""source1"": 51}]",AK_green_33-38,AK,green
4672,2623e30e-754a-4a67-ba4e-7fef48b67efc,video,2017-02-10,596,"[{""action"": ""conversions"", ""source1"": 46}]",AK_green_33-38,AK,green
4674,2623e30e-754a-4a67-ba4e-7fef48b67efc,photo,2017-03-19,849,[],AK_green_33-38,AK,green
4676,2623e30e-754a-4a67-ba4e-7fef48b67efc,video,2017-05-17,537,"[{""source2"": 97, ""action"": ""conversions""}, {""source2"": 99, ""action"": ""conversions""}, {""source2"": 3, ""action"": ""views""}]",AK_green_33-38,AK,green
4678,2623e30e-754a-4a67-ba4e-7fef48b67efc,photo,2017-03-24,660,"[{""source2"": 10, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 72}, {""source2"": 9, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 30}, {""source2"": 22, ""action"": ""views""}]",AK_green_33-38,AK,green
4680,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,photo,2017-02-27,680,"[{""action"": ""conversions"", ""source1"": 7}, {""source2"": 12, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 57}]",HI_blue_36-41,HI,blue
4682,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,video,2017-03-25,515,"[{""source2"": 43, ""action"": ""views""}, {""source2"": 90, ""action"": ""conversions""}]",HI_blue_36-41,HI,blue
4684,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,video,2017-04-04,79,[],HI_blue_36-41,HI,blue
4686,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,video,2017-04-13,9,"[{""action"": ""conversions"", ""source1"": 32}, {""action"": ""conversions"", ""source1"": 30}]",HI_blue_36-41,HI,blue
4688,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,photo,2017-03-16,0,"[{""source2"": 78, ""action"": ""views""}, {""source2"": 10, ""action"": ""views""}, {""source2"": 72, ""action"": ""views""}]",HI_blue_36-41,HI,blue
4690,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,video,2017-05-12,858,"[{""action"": ""views"", ""source1"": 17}, {""action"": ""conversions"", ""source1"": 6}, {""action"": ""conversions"", ""source1"": 61}]",HI_blue_36-41,HI,blue
4692,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,photo,2017-03-20,91,[],HI_blue_36-41,HI,blue
4694,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,photo,2017-05-06,454,"[{""source2"": 47, ""action"": ""conversions""}, {""source2"": 38, ""action"": ""conversions""}, {""source2"": 96, ""action"": ""conversions""}]",HI_blue_36-41,HI,blue
4696,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,video,2017-04-11,789,"[{""action"": ""conversions"", ""source1"": 60}, {""source2"": 31, ""action"": ""views""}, {""source2"": 62, ""action"": ""conversions""}, {""source2"": 4, ""action"": ""views""}]",HI_blue_36-41,HI,blue
4698,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,photo,2017-02-12,255,"[{""action"": ""views"", ""source1"": 69}, {""action"": ""conversions"", ""source1"": 23}]",HI_blue_36-41,HI,blue
4700,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,photo,2017-03-07,568,"[{""source2"": 34, ""action"": ""views""}, {""action"": ""views"", ""source1"": 17}]",HI_blue_36-41,HI,blue
4702,b0bd5b9e-e2fb-4c96-bc3e-e9a36a1f01e2,video,2017-03-14,649,"[{""source2"": 48, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 52}, {""action"": ""views"", ""source1"": 30}]",HI_blue_36-41,HI,blue
4704,95d850c3-ae70-4a1d-87d4-df0a539656ee,photo,2017-03-20,314,"[{""source2"": 48, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 92}]",PA_blue_18-23,PA,blue
4706,95d850c3-ae70-4a1d-87d4-df0a539656ee,video,2017-02-25,886,"[{""source2"": 11, ""action"": ""views""}, {""source2"": 30, ""action"": ""views""}]",PA_blue_18-23,PA,blue
4708,95d850c3-ae70-4a1d-87d4-df0a539656ee,video,2017-02-19,523,"[{""source2"": 65, ""action"": ""conversions""}, {""source2"": 57, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 55}, {""action"": ""conversions"", ""source1"": 59}, {""action"": ""conversions"", ""source1"": 1}]",PA_blue_18-23,PA,blue
4710,95d850c3-ae70-4a1d-87d4-df0a539656ee,video,2017-04-16,480,[],PA_blue_18-23,PA,blue
4712,95d850c3-ae70-4a1d-87d4-df0a539656ee,photo,2017-03-16,977,"[{""action"": ""views"", ""source1"": 95}]",PA_blue_18-23,PA,blue
4714,95d850c3-ae70-4a1d-87d4-df0a539656ee,photo,2017-03-30,832,[],PA_blue_18-23,PA,blue
4716,95d850c3-ae70-4a1d-87d4-df0a539656ee,video,2017-05-13,267,"[{""action"": ""views"", ""source1"": 67}, {""source2"": 87, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 58}, {""action"": ""views"", ""source1"": 7}, {""source2"": 85, ""action"": ""conversions""}]",PA_blue_18-23,PA,blue
4718,95d850c3-ae70-4a1d-87d4-df0a539656ee,photo,2017-02-17,278,"[{""action"": ""conversions"", ""source1"": 94}, {""source2"": 74, ""action"": ""views""}]",PA_blue_18-23,PA,blue
4720,95d850c3-ae70-4a1d-87d4-df0a539656ee,video,2017-04-27,835,"[{""source2"": 15, ""action"": ""views""}, {""source2"": 45, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 61}, {""action"": ""views"", ""source1"": 29}]",PA_blue_18-23,PA,blue
4722,95d850c3-ae70-4a1d-87d4-df0a539656ee,video,2017-05-04,183,"[{""action"": ""conversions"", ""source1"": 98}, {""source2"": 12, ""action"": ""views""}, {""source2"": 47, ""action"": ""conversions""}]",PA_blue_18-23,PA,blue
4724,95d850c3-ae70-4a1d-87d4-df0a539656ee,video,2017-03-15,196,[],PA_blue_18-23,PA,blue
4726,5007e19a-ce68-468e-9df3-34e390618d29,video,2017-05-02,0,"[{""action"": ""conversions"", ""source1"": 58}, {""source2"": 2, ""action"": ""views""}, {""source2"": 0, ""action"": ""conversions""}]",NM_white_27-32,NM,white
4728,5007e19a-ce68-468e-9df3-34e390618d29,photo,2017-03-01,0,"[{""action"": ""views"", ""source1"": 5}, {""action"": ""views"", ""source1"": 54}, {""source2"": 45, ""action"": ""views""}, {""action"": ""views"", ""source1"": 64}]",NM_white_27-32,NM,white
4730,5007e19a-ce68-468e-9df3-34e390618d29,photo,2017-04-06,70,[],NM_white_27-32,NM,white
4732,5007e19a-ce68-468e-9df3-34e390618d29,video,2017-05-19,993,[],NM_white_27-32,NM,white
4734,5007e19a-ce68-468e-9df3-34e390618d29,video,2017-03-24,488,"[{""source2"": 59, ""action"": ""views""}, {""source2"": 83, ""action"": ""conversions""}]",NM_white_27-32,NM,white
4736,5007e19a-ce68-468e-9df3-34e390618d29,video,2017-03-27,852,"[{""source2"": 46, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 50}, {""source2"": 57, ""action"": ""views""}, {""action"": ""views"", ""source1"": 70}]",NM_white_27-32,NM,white
4738,5007e19a-ce68-468e-9df3-34e390618d29,photo,2017-03-22,261,"[{""action"": ""conversions"", ""source1"": 67}, {""source2"": 95, ""action"": ""conversions""}]",NM_white_27-32,NM,white
4740,5007e19a-ce68-468e-9df3-34e390618d29,photo,2017-05-01,0,[],NM_white_27-32,NM,white
4742,f19c2644-ad21-41af-9f06-e95ae577983d,photo,2017-04-03,228,[],WY_brown_21-26,WY,brown
4744,f19c2644-ad21-41af-9f06-e95ae577983d,video,2017-04-21,503,"[{""action"": ""conversions"", ""source1"": 91}, {""action"": ""conversions"", ""source1"": 64}, {""action"": ""conversions"", ""source1"": 82}, {""source2"": 8, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 40}]",WY_brown_21-26,WY,brown
4746,f19c2644-ad21-41af-9f06-e95ae577983d,photo,2017-05-12,582,"[{""action"": ""conversions"", ""source1"": 83}, {""source2"": 17, ""action"": ""views""}, {""source2"": 94, ""action"": ""views""}]",WY_brown_21-26,WY,brown
4748,f19c2644-ad21-41af-9f06-e95ae577983d,video,2017-03-14,0,"[{""action"": ""conversions"", ""source1"": 25}, {""source2"": 3, ""action"": ""views""}]",WY_brown_21-26,WY,brown
4750,f19c2644-ad21-41af-9f06-e95ae577983d,photo,2017-02-28,877,"[{""action"": ""conversions"", ""source1"": 27}, {""source2"": 11, ""action"": ""views""}, {""source2"": 32, ""action"": ""views""}, {""source2"": 38, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 93}]",WY_brown_21-26,WY,brown
4752,f19c2644-ad21-41af-9f06-e95ae577983d,photo,2017-03-08,617,"[{""action"": ""conversions"", ""source1"": 25}]",WY_brown_21-26,WY,brown
4754,f19c2644-ad21-41af-9f06-e95ae577983d,photo,2017-02-22,424,[],WY_brown_21-26,WY,brown
4756,f19c2644-ad21-41af-9f06-e95ae577983d,video,2017-04-05,554,"[{""action"": ""views"", ""source1"": 35}, {""source2"": 93, ""action"": ""conversions""}, {""source2"": 48, ""action"": ""conversions""}, {""source2"": 29, ""action"": ""views""}, {""source2"": 48, ""action"": ""conversions""}]",WY_brown_21-26,WY,brown
4758,4f34d258-6bc1-4734-9d37-60ad033e9025,photo,2017-04-16,332,"[{""action"": ""conversions"", ""source1"": 78}, {""action"": ""conversions"", ""source1"": 21}, {""action"": ""views"", ""source1"": 39}, {""action"": ""views"", ""source1"": 29}]",MI_orange_60-65,MI,orange
4760,4f34d258-6bc1-4734-9d37-60ad033e9025,photo,2017-03-23,93,"[{""source2"": 55, ""action"": ""conversions""}, {""source2"": 24, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 16}, {""source2"": 43, ""action"": ""conversions""}]",MI_orange_60-65,MI,orange
4762,4f34d258-6bc1-4734-9d37-60ad033e9025,video,2017-05-10,688,"[{""action"": ""views"", ""source1"": 4}, {""source2"": 81, ""action"": ""views""}]",MI_orange_60-65,MI,orange
4764,4f34d258-6bc1-4734-9d37-60ad033e9025,video,2017-03-25,576,"[{""source2"": 0, ""action"": ""conversions""}, {""source2"": 92, ""action"": ""views""}]",MI_orange_60-65,MI,orange
4766,4f34d258-6bc1-4734-9d37-60ad033e9025,photo,2017-04-06,441,"[{""source2"": 52, ""action"": ""conversions""}, {""source2"": 51, ""action"": ""views""}, {""source2"": 72, ""action"": ""views""}, {""action"": ""views"", ""source1"": 5}, {""action"": ""views"", ""source1"": 17}]",MI_orange_60-65,MI,orange
4768,4f34d258-6bc1-4734-9d37-60ad033e9025,video,2017-03-30,261,"[{""source2"": 78, ""action"": ""conversions""}, {""source2"": 48, ""action"": ""conversions""}]",MI_orange_60-65,MI,orange
4770,4f34d258-6bc1-4734-9d37-60ad033e9025,photo,2017-04-26,930,"[{""source2"": 52, ""action"": ""conversions""}]",MI_orange_60-65,MI,orange
4772,4f34d258-6bc1-4734-9d37-60ad033e9025,photo,2017-05-07,434,"[{""action"": ""views"", ""source1"": 24}, {""action"": ""conversions"", ""source1"": 58}]",MI_orange_60-65,MI,orange
4774,4f34d258-6bc1-4734-9d37-60ad033e9025,photo,2017-05-16,540,"[{""action"": ""conversions"", ""source1"": 40}, {""source2"": 76, ""action"": ""views""}]",MI_orange_60-65,MI,orange
4776,4f34d258-6bc1-4734-9d37-60ad033e9025,photo,2017-03-27,241,[],MI_orange_60-65,MI,orange
4778,4f34d258-6bc1-4734-9d37-60ad033e9025,video,2017-03-05,782,"[{""source2"": 94, ""action"": ""views""}, {""source2"": 91, ""action"": ""views""}, {""action"": ""views"", ""source1"": 2}]",MI_orange_60-65,MI,orange
4780,90bfe946-7dd2-4627-868e-cda90d22020d,video,2017-04-14,583,"[{""source2"": 82, ""action"": ""conversions""}, {""source2"": 95, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 91}, {""source2"": 73, ""action"": ""views""}, {""action"": ""views"", ""source1"": 71}]",ID_white_42-47,ID,white
4782,90bfe946-7dd2-4627-868e-cda90d22020d,photo,2017-05-16,522,"[{""action"": ""conversions"", ""source1"": 90}]",ID_white_42-47,ID,white
4784,90bfe946-7dd2-4627-868e-cda90d22020d,photo,2017-05-05,0,"[{""source2"": 16, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 39}, {""source2"": 79, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 26}]",ID_white_42-47,ID,white
4786,90bfe946-7dd2-4627-868e-cda90d22020d,video,2017-04-09,172,"[{""source2"": 14, ""action"": ""views""}, {""source2"": 62, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 75}, {""source2"": 45, ""action"": ""views""}]",ID_white_42-47,ID,white
4788,90bfe946-7dd2-4627-868e-cda90d22020d,photo,2017-02-25,205,"[{""action"": ""conversions"", ""source1"": 28}]",ID_white_42-47,ID,white
4790,90bfe946-7dd2-4627-868e-cda90d22020d,video,2017-03-22,0,"[{""action"": ""views"", ""source1"": 57}, {""source2"": 57, ""action"": ""views""}, {""source2"": 85, ""action"": ""conversions""}]",ID_white_42-47,ID,white
4792,90bfe946-7dd2-4627-868e-cda90d22020d,video,2017-05-14,269,"[{""source2"": 86, ""action"": ""conversions""}, {""source2"": 98, ""action"": ""conversions""}, {""source2"": 14, ""action"": ""views""}]",ID_white_42-47,ID,white
4794,90bfe946-7dd2-4627-868e-cda90d22020d,photo,2017-04-24,32,"[{""source2"": 31, ""action"": ""conversions""}, {""source2"": 59, ""action"": ""conversions""}]",ID_white_42-47,ID,white
4796,90bfe946-7dd2-4627-868e-cda90d22020d,video,2017-04-13,801,"[{""source2"": 98, ""action"": ""views""}, {""action"": ""views"", ""source1"": 12}, {""source2"": 19, ""action"": ""views""}]",ID_white_42-47,ID,white
4798,90bfe946-7dd2-4627-868e-cda90d22020d,photo,2017-04-25,691,"[{""action"": ""conversions"", ""source1"": 3}]",ID_white_42-47,ID,white
4800,90bfe946-7dd2-4627-868e-cda90d22020d,video,2017-04-28,217,"[{""source2"": 94, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 40}]",ID_white_42-47,ID,white
4802,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-05-05,472,"[{""action"": ""conversions"", ""source1"": 70}, {""action"": ""views"", ""source1"": 69}, {""action"": ""conversions"", ""source1"": 18}, {""action"": ""conversions"", ""source1"": 76}]",NC_orange_27-32,NC,orange
4804,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-04-04,936,"[{""source2"": 20, ""action"": ""views""}, {""action"": ""views"", ""source1"": 88}, {""source2"": 14, ""action"": ""conversions""}, {""source2"": 48, ""action"": ""views""}]",NC_orange_27-32,NC,orange
4806,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-02-27,34,"[{""action"": ""conversions"", ""source1"": 75}, {""source2"": 96, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 42}, {""source2"": 95, ""action"": ""conversions""}, {""source2"": 81, ""action"": ""views""}]",NC_orange_27-32,NC,orange
4808,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-05-12,214,"[{""action"": ""views"", ""source1"": 93}, {""source2"": 79, ""action"": ""views""}, {""source2"": 92, ""action"": ""conversions""}, {""source2"": 56, ""action"": ""conversions""}]",NC_orange_27-32,NC,orange
4810,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-03-24,178,"[{""source2"": 97, ""action"": ""views""}]",NC_orange_27-32,NC,orange
4812,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-03-23,741,"[{""source2"": 42, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 7}, {""source2"": 57, ""action"": ""views""}]",NC_orange_27-32,NC,orange
4814,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,photo,2017-02-22,149,"[{""action"": ""views"", ""source1"": 50}, {""source2"": 14, ""action"": ""conversions""}, {""source2"": 96, ""action"": ""views""}]",NC_orange_27-32,NC,orange
4816,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-02-15,416,"[{""source2"": 48, ""action"": ""views""}, {""source2"": 69, ""action"": ""views""}, {""source2"": 81, ""action"": ""conversions""}]",NC_orange_27-32,NC,orange
4818,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,photo,2017-05-14,429,"[{""source2"": 19, ""action"": ""views""}, {""source2"": 23, ""action"": ""views""}, {""action"": ""views"", ""source1"": 63}, {""source2"": 49, ""action"": ""conversions""}, {""source2"": 44, ""action"": ""conversions""}]",NC_orange_27-32,NC,orange
4820,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-05-07,954,"[{""action"": ""views"", ""source1"": 44}, {""source2"": 41, ""action"": ""conversions""}, {""source2"": 36, ""action"": ""conversions""}]",NC_orange_27-32,NC,orange
4822,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,photo,2017-04-18,618,"[{""source2"": 34, ""action"": ""conversions""}, {""source2"": 43, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 91}, {""source2"": 59, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 57}]",NC_orange_27-32,NC,orange
4824,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,photo,2017-05-01,0,"[{""source2"": 48, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 47}, {""action"": ""views"", ""source1"": 7}]",NC_orange_27-32,NC,orange
4826,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-02-09,96,"[{""action"": ""conversions"", ""source1"": 34}, {""action"": ""views"", ""source1"": 16}, {""source2"": 60, ""action"": ""conversions""}, {""source2"": 13, ""action"": ""views""}]",NC_orange_27-32,NC,orange
4828,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-04-25,682,"[{""source2"": 73, ""action"": ""conversions""}]",NC_orange_27-32,NC,orange
4830,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,photo,2017-03-22,662,"[{""action"": ""views"", ""source1"": 75}]",NC_orange_27-32,NC,orange
4832,6e3755d2-1b6c-4d4f-9aa1-ab647539ca9c,video,2017-04-16,554,"[{""source2"": 95, ""action"": ""conversions""}]",NC_orange_27-32,NC,orange
4834,7c3a95cb-8591-477e-b12f-c39e7c0918a1,photo,2017-03-12,887,"[{""source2"": 93, ""action"": ""views""}]",IA_brown_18-23,IA,brown
4836,7c3a95cb-8591-477e-b12f-c39e7c0918a1,photo,2017-05-15,117,"[{""source2"": 16, ""action"": ""views""}, {""action"": ""views"", ""source1"": 4}]",IA_brown_18-23,IA,brown
4838,7c3a95cb-8591-477e-b12f-c39e7c0918a1,photo,2017-02-25,501,"[{""action"": ""views"", ""source1"": 12}, {""source2"": 65, ""action"": ""views""}]",IA_brown_18-23,IA,brown
4840,7c3a95cb-8591-477e-b12f-c39e7c0918a1,photo,2017-02-27,441,"[{""action"": ""conversions"", ""source1"": 25}, {""source2"": 90, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 78}, {""action"": ""conversions"", ""source1"": 69}, {""source2"": 19, ""action"": ""views""}]",IA_brown_18-23,IA,brown
4842,7c3a95cb-8591-477e-b12f-c39e7c0918a1,photo,2017-04-05,569,"[{""source2"": 11, ""action"": ""conversions""}]",IA_brown_18-23,IA,brown
4844,7c3a95cb-8591-477e-b12f-c39e7c0918a1,video,2017-03-22,762,"[{""action"": ""views"", ""source1"": 23}, {""action"": ""conversions"", ""source1"": 62}, {""action"": ""views"", ""source1"": 87}, {""source2"": 19, ""action"": ""conversions""}]",IA_brown_18-23,IA,brown
4846,7c3a95cb-8591-477e-b12f-c39e7c0918a1,photo,2017-05-04,525,"[{""action"": ""conversions"", ""source1"": 93}, {""source2"": 6, ""action"": ""views""}]",IA_brown_18-23,IA,brown
4848,2d7a0567-257d-4a90-a2ba-241ebc7054ab,video,2017-03-30,478,[],MA_pink_60-65,MA,pink
4850,2d7a0567-257d-4a90-a2ba-241ebc7054ab,video,2017-02-15,711,[],MA_pink_60-65,MA,pink
4852,2d7a0567-257d-4a90-a2ba-241ebc7054ab,photo,2017-05-10,489,"[{""action"": ""views"", ""source1"": 98}]",MA_pink_60-65,MA,pink
4854,2d7a0567-257d-4a90-a2ba-241ebc7054ab,photo,2017-02-26,602,"[{""source2"": 25, ""action"": ""conversions""}]",MA_pink_60-65,MA,pink
4856,2d7a0567-257d-4a90-a2ba-241ebc7054ab,video,2017-04-10,506,"[{""action"": ""views"", ""source1"": 9}, {""action"": ""views"", ""source1"": 88}]",MA_pink_60-65,MA,pink
4858,2d7a0567-257d-4a90-a2ba-241ebc7054ab,photo,2017-02-21,266,"[{""action"": ""views"", ""source1"": 17}, {""action"": ""views"", ""source1"": 35}, {""action"": ""conversions"", ""source1"": 85}, {""action"": ""views"", ""source1"": 59}]",MA_pink_60-65,MA,pink
4860,cbc77a75-ff48-4479-963b-7b2ceec19d08,photo,2017-04-15,833,[],ME_pink_36-41,ME,pink
4862,cbc77a75-ff48-4479-963b-7b2ceec19d08,photo,2017-04-18,0,[],ME_pink_36-41,ME,pink
4864,cbc77a75-ff48-4479-963b-7b2ceec19d08,video,2017-03-23,397,[],ME_pink_36-41,ME,pink
4866,cbc77a75-ff48-4479-963b-7b2ceec19d08,video,2017-05-09,368,"[{""action"": ""conversions"", ""source1"": 9}]",ME_pink_36-41,ME,pink
4868,cbc77a75-ff48-4479-963b-7b2ceec19d08,photo,2017-03-17,478,"[{""source2"": 39, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 59}]",ME_pink_36-41,ME,pink
