campaign_id,audience
b57ea937-972d-4a88-a70a-6c32ef07ebe8,HI_pink_45-50
c738d26c-ef10-444f-bbb8-9a33a5d8e55d,HI_pink_48-53
f986a29f-da4d-4d45-a849-b5f914a4c967,HI_pink_51-56
b434d1ec-3f99-473a-8df8-42ecf37c43ba,HI_pink_54-59
0944f740-21bf-43a3-8d23-68a4a53d096c,HI_pink_57-62
c33b5a4d-22cb-458d-8c4f-ce4ac8b9b8cf,HI_pink_60-65
02398a64-fe1f-4d53-8441-555417bd4186,HI_pink_63-68
9a361cfe-04f8-4f04-9013-e43befdcba77,HI_orange_18-23
29337da4-a8dc-4c1b-b3d8-336551745ee6,HI_orange_21-26
8877c45e-a53b-49a5-8fc7-1ec0dfa4d055,HI_orange_24-29
37f58764-e177-4732-bfd3-125ff89af7e2,HI_orange_27-32
138a17f6-3e00-4125-8bc1-8d0e238e1121,HI_orange_30-35
45435192-fb18-4c4c-a204-3aca11bda1dc,HI_orange_33-38
39f0cfaf-c57e-46b8-8be2-92ea4f5b91ef,HI_orange_36-41
b0989871-719a-4168-9706-a66e4480a626,HI_orange_39-44
d7bf5a0b-5141-4934-8f7f-19782f1508fe,HI_orange_42-47
60b360c5-cd23-469e-8514-0e73012d2500,HI_orange_45-50
46325b53-9d31-4e89-aa05-b6b121176030,HI_orange_48-53
c786db53-e930-49db-8628-be3e085d8f19,HI_orange_51-56
dea9d80e-ad7d-4237-8c54-55b6073021ba,HI_orange_54-59
afb5b2ca-29e7-48e6-894d-c3d60540cbae,HI_orange_57-62
17ceebd8-7df2-4e15-89cd-00732f4bea8f,HI_orange_60-65
04d3f743-ccd9-4a3a-9568-631da0e2f48d,HI_orange_63-68
c3a8a557-e28c-45b0-b0ef-77461040b9cc,ID_red_18-23
8f2db6ef-fdfe-4dc3-a373-437672a15f41,ID_red_21-26
278e909a-67f9-448c-866d-b206e4359375,ID_red_24-29
1483fb4a-ac46-406a-ba0b-6928d32ba620,ID_red_27-32
b94825e6-df3d-4ebd-93d8-2030ec8e911c,ID_red_30-35
9b086261-e8bb-403b-9aba-fdddf7cdae6b,ID_red_33-38
ba0359b2-51b2-4980-bc0e-79a182923d25,ID_red_36-41
cf1f24db-5524-49b9-8a17-ec92aeee2cb8,ID_red_39-44
840e6518-76ec-417a-89e5-3ee4c6824b94,ID_red_42-47
0c3a1d65-1a4f-468e-a0dd-f7acd4eee365,ID_red_45-50
674dfc90-6f2d-4e2f-ae17-8da322434b48,ID_red_48-53
4cb50ecf-af52-4754-a1b4-2bb3b3df3014,ID_red_51-56
2cb5e7f2-7c3d-402c-b00b-5f06ccc27c00,ID_red_54-59
84969be6-45c5-4eb2-bd43-ceb9aa6d76a1,ID_red_57-62
f373aa66-d454-47e1-976c-0871f7951e20,ID_red_60-65
838d4498-3393-4e22-aacd-d71a109782e7,ID_red_63-68
26ba9c34-be13-486f-ae9f-dcfdbd66d721,ID_blue_18-23
49acdf7f-3914-4e7e-b7ba-3a067065c984,ID_blue_21-26
271a4587-ee9e-4f25-bf48-373934337535,ID_blue_24-29
0eebe204-c8ee-463a-aaf7-2da32e8d78b7,ID_blue_27-32
5ef169ae-57f6-4463-825e-dfc45c601cd1,ID_blue_30-35
ba3289e7-7713-44ba-8b64-ce80b08168be,ID_blue_33-38
6db105d8-d26c-4805-b371-b801f7e8a7f5,ID_blue_36-41
bf17954f-9f23-4471-91c3-2d146a281920,ID_blue_39-44
4a61f0a9-bdff-4716-ba97-1f419350eb24,ID_blue_42-47
a9fbaea9-0d39-44e5-95f7-4bf654ec4658,ID_blue_45-50
e5f5dd0f-971f-437b-b754-903848e331bb,ID_blue_48-53
1e347239-fb97-4436-93c0-c18846a2e243,ID_blue_51-56
97e64a6e-7f93-4164-bf97-95899d03cfcc,ID_blue_54-59
876e42e1-611e-4fe2-b7d3-46f0a8914678,ID_blue_57-62
f00606ec-cdb0-4560-8a7f-5b30606c90e4,ID_blue_60-65
77e2c66a-c779-4c8b-abb6-0d7aec320c23,ID_blue_63-68
ba5d2cc5-7381-4b0e-ba8c-6910b34859a9,ID_green_18-23
9ce4b1b5-7e8c-4d8f-82eb-3b22ceeb0652,ID_green_21-26
9226349e-f4d0-4741-a032-24ae014721f9,ID_green_24-29
794e4445-948d-41d2-ae9f-6bc1408b8815,ID_green_27-32
8694f4d7-3bb1-4201-867d-67c37f85fca9,ID_green_30-35
78170615-f0b6-43a3-b663-ededd971c6e0,ID_green_33-38
cda8ce4b-f322-47b9-8f87-24330e7063c3,ID_green_36-41
54d23de7-3ed6-448d-9025-1b404039f8c4,ID_green_39-44
c5ba8dc8-bf5c-465b-b4c7-a898aca2d8f0,ID_green_42-47
2c39e850-090e-4a05-a3fe-5133bae7f653,ID_green_45-50
9366a0c4-5816-4d77-82ea-5df95d965f0e,ID_green_48-53
51c547cc-f9c6-4bee-8125-5080569793ac,ID_green_51-56
339300d9-b949-43f8-bd1f-6f354e36530f,ID_green_54-59
a6b50bdd-8407-491f-a16a-38f5f1e29ee2,ID_green_57-62
f873d0c6-018e-482d-8468-69ef2099adf5,ID_green_60-65
a9cc73a4-fb84-4af4-b74d-ad596fc1ef07,ID_green_63-68
9579b0da-a34c-4244-be4b-709fa9316797,ID_black_18-23
e74546c0-f48b-4505-afdb-cf92098cb44c,ID_black_21-26
852c2606-05ba-41c4-9ffc-22c4b980b226,ID_black_24-29
6ab55b63-9296-457c-a7ff-4236e0b2903d,ID_black_27-32
ae4e9cc9-1b70-4364-8558-c45b0f571aeb,ID_black_30-35
129eec42-15d3-4146-a1b5-e065b2e01372,ID_black_33-38
65e91bc3-2ade-4ba8-935e-cea7a2bd73a8,ID_black_36-41
dd86b34c-442f-4450-b8f7-e1a4147f2b50,ID_black_39-44
81003529-5743-45a7-a4ec-2de4c15b0b9f,ID_black_42-47
09307e56-a5f9-4b03-8278-6d8e05ea02cf,ID_black_45-50
2d933761-82bd-497b-8c44-1201ab818898,ID_black_48-53
aafba214-9459-492c-9560-b2b2b1cbb9f0,ID_black_51-56
4d58eca6-11a0-4646-b01b-62a6c4bb2073,ID_black_54-59
b65fafeb-8ef1-43bb-967c-57502103539a,ID_black_57-62
eac316e7-b8c7-41f0-aa09-b11f0667091e,ID_black_60-65
84877996-c1cd-4bda-9868-57ca9f1b8d61,ID_black_63-68
dc2360ab-57db-4912-b6a5-83d3f8bcec68,ID_white_18-23
c5fba197-df38-43aa-9842-f6cb4e03f48e,ID_white_21-26
614f7bf6-ef35-4ba9-be41-c85e2d7b3f16,ID_white_24-29
9fdadcec-57d2-431b-9ac9-244b3b72eb54,ID_white_27-32
9ef002e5-d020-4e56-95ca-500aa47a3bc3,ID_white_30-35
dffd5f3f-3637-45ac-9c9b-e5f1d97f5a89,ID_white_33-38
83583937-cc7b-417b-9341-8507b1a0a04e,ID_white_36-41
ef2fc097-d25b-44a4-9751-be14f7f7a064,ID_white_39-44
90bfe946-7dd2-4627-868e-cda90d22020d,ID_white_42-47
2fc7ba2f-e614-4940-8c32-16bb3a0c2c49,ID_white_45-50
618adf33-6d73-45f8-a35c-52e955116860,ID_white_48-53
9c2137b5-9729-451a-a842-abbaa28f7b84,ID_white_51-56
a6ced019-8c70-462e-aa71-d1541ac73319,ID_white_54-59
e1113f35-856d-4521-a6bb-9ef901c6c6ad,ID_white_57-62
a6e84d39-56c3-4144-8eff-5619cd9bdd33,ID_white_60-65
44734a90-1ca5-4288-a932-25de2b91164f,ID_white_63-68
3b6f490e-fb46-47fd-b5ae-9511b92193b8,ID_brown_18-23
42379cd5-d3f9-4d13-9ca2-9cafd22c6c37,ID_brown_21-26
78572132-697a-4c23-8b1f-ee52d5a51012,ID_brown_24-29
690c4408-0ace-434f-9201-cad3e7a86036,ID_brown_27-32
2974db5a-96a5-4409-bff6-99de0e526867,ID_brown_30-35
77733e98-4858-4187-b929-742b8b823e28,ID_brown_33-38
599d7c10-4a26-450c-9a87-1db9b362d668,ID_brown_36-41
8322b3df-e511-4789-a65b-6795054798d9,ID_brown_39-44
1c91fbd0-196f-4886-a006-cb165dea91b4,ID_brown_42-47
8d761d8a-77ad-4121-b614-945d0547a2c0,ID_brown_45-50
f6a48c73-fcd6-4cb7-8b47-acb5aada6a22,ID_brown_48-53
f5a6cc41-70e0-4c4a-ad31-8147e59a8091,ID_brown_51-56
c23a452f-2a43-418b-9e2b-95cb69221486,ID_brown_54-59
7f968542-7d54-4598-930f-fae55125eec1,ID_brown_57-62
bc3fc4a6-23bc-4f0e-9606-8f65f33dfcdf,ID_brown_60-65
ac7f8919-44ed-4d32-97bc-2f65ea9b1619,ID_brown_63-68
c8212c20-5a57-4eb3-a8ba-c8069bb9a770,ID_purple_18-23
7fa1f3f5-efa0-49ca-90e3-24971f0c187f,ID_purple_21-26
af591377-90d7-4cd6-b96a-32f622e28229,ID_purple_24-29
d2f48508-4263-4deb-92ec-9ab87622d6c9,ID_purple_27-32
94e7ba2c-f7b9-4580-9310-022804368991,ID_purple_30-35
db5c674d-4332-436a-8963-fed309c091b7,ID_purple_33-38
81f13e39-d238-4132-96e0-5e1396f61900,ID_purple_36-41
0f684d07-b37e-4c23-9639-8e2b0320b664,ID_purple_39-44
9e700b94-cba7-4401-8767-ad5b5257e570,ID_purple_42-47
8c8229c5-d3c2-4f19-be7d-88ee9feac351,ID_purple_45-50
2fdd0bd8-7322-4895-bdff-1d21b19fafbe,ID_purple_48-53
2cf78d49-7412-4ba2-b73b-e2bf742b7d5a,ID_purple_51-56
071c0f59-762e-48f4-9dbd-6bd60e0af302,ID_purple_54-59
5f23ebef-c5a1-4195-afbe-3d53c2f6b7a0,ID_purple_57-62
4329ddb3-3c06-4957-a184-5c8f916f820a,ID_purple_60-65
ea9b7cf0-0131-49fe-8835-89beef219535,ID_purple_63-68
a0d94357-1611-4752-8456-395dd9b79300,ID_pink_18-23
29b6038b-3d3e-45db-8216-ded19b959a2e,ID_pink_21-26
4ed85daa-3982-4d64-b052-daef5ebf005b,ID_pink_24-29
5bfd3240-8e07-4b4b-9775-5f481c2271a7,ID_pink_27-32
2185d381-fed0-4455-b416-df791fa41c48,ID_pink_30-35
9a93df4e-4430-4522-9bc4-267be5740b58,ID_pink_33-38
c50cc894-3c7b-4dbe-8e6a-6a85e86b0496,ID_pink_36-41
44049823-a3df-4fb9-9471-e1142a421e5d,ID_pink_39-44
d8c30067-c244-4086-be80-0951a506dcab,ID_pink_42-47
d83423d6-3e79-4db2-82d4-9b8a51934836,ID_pink_45-50
19a8bda8-955c-47af-a112-ee1d4f220965,ID_pink_48-53
b03eb477-cde8-4b11-84fd-564d96291044,ID_pink_51-56
24cc1b7b-8ec7-4c90-b5aa-1d636f9e02fe,ID_pink_54-59
23f7107d-aebe-4185-8c3a-25f7bb0c720d,ID_pink_57-62
0fa69295-384d-43b7-91ad-90b68ba3a62a,ID_pink_60-65
2d14fd91-1256-4ff0-81a2-572c36ef5343,ID_pink_63-68
3d9b95e0-16cf-48ae-bc94-e11a332296de,ID_orange_18-23
0c136bc3-949a-442e-b8fa-93591ae18fd0,ID_orange_21-26
83d98eb2-2f1e-48e8-9e9e-ec3056839477,ID_orange_24-29
65219dc8-70d4-4f32-a9dc-bcc31f7b9972,ID_orange_27-32
dd943148-f646-4e0d-ba43-feb4e4336247,ID_orange_30-35
04169705-1120-496e-8eed-d95c7678b031,ID_orange_33-38
73c2582a-b5ab-4754-841a-945f8cea58c1,ID_orange_36-41
173d686a-5bc7-492f-8a57-c293c4637f14,ID_orange_39-44
94d8de18-c946-4c90-b9b2-6a0a71f59b9e,ID_orange_42-47
49813f20-f187-46d3-8f23-78ae5be0fc44,ID_orange_45-50
ed0b6ad2-a8e7-4ec2-96f4-6ea250b97567,ID_orange_48-53
2461069d-b49f-413e-a5dd-dcd19139251c,ID_orange_51-56
68e97b7f-49f5-40c8-80bc-c40d6aaa4238,ID_orange_54-59
6a43a6d4-625b-4b53-a665-a70771d01459,ID_orange_57-62
36546610-c992-4689-855f-f48797d7d9a1,ID_orange_60-65
8955d778-d9e7-4a3b-93d9-d31038df0885,ID_orange_63-68
5c1dfb4b-8f45-46d4-adc4-2f1afa6b40db,IL_red_18-23
a379d8b9-8cc8-4a88-83ca-da3b2f3b34e2,IL_red_21-26
56dafd9f-e540-4ec4-b513-df6e4c5efa4d,IL_red_24-29
4a98e1e0-80e7-41c0-b0db-20bdb303ded5,IL_red_27-32
8c91ceac-bb35-413a-a9fd-745c2c76ae4c,IL_red_30-35
9b0f433f-3bb8-423e-ab6c-8bf22ec09376,IL_red_33-38
badb2289-72fc-4b59-8c28-a7e072f4580a,IL_red_36-41
0632aba8-3ad8-48cf-9823-7b4fcdea570c,IL_red_39-44
86f72c3c-51f2-4cd7-a83c-c1090bb814ec,IL_red_42-47
a933b881-4a80-4c63-ae59-838ec7e7b508,IL_red_45-50
7341646a-7f4b-4a5f-b3d2-a390c6b2ff92,IL_red_48-53
2f2c01ef-2153-40b9-869c-2955190c2809,IL_red_51-56
cbad8c0f-20f2-44b0-8e10-3305e473f28a,IL_red_54-59
516bc363-46f1-4168-bab9-f32a0e89945e,IL_red_57-62
8215e608-c3b6-4787-a8ad-4f66602058ee,IL_red_60-65
ad9a310e-f95f-43d1-b869-d5cfb124e5b9,IL_red_63-68
e99ea337-b40f-40bb-9cba-75c1d53a103f,IL_blue_18-23
cd7a5483-3707-462a-baff-1b11a6de8a54,IL_blue_21-26
2a9f7976-4026-4bfc-bdb2-c0900742f899,IL_blue_24-29
43c1444d-57fd-4544-8048-4e223352d7db,IL_blue_27-32
6cec3df7-f591-4d97-92a2-0e79dea67d0e,IL_blue_30-35
9292e65e-5058-4a91-9b3e-e9074e36c1bc,IL_blue_33-38
ffca8f28-8c52-4b0e-bf24-d333a038ec69,IL_blue_36-41
e9bfba3a-48f9-4459-9d65-4e92d488afba,IL_blue_39-44
f92d37a6-e5b5-433c-83ea-8db2b5ea87d5,IL_blue_42-47
82fbe6eb-9946-4d28-be4c-f1327d81aa62,IL_blue_45-50
a0245f14-8e08-42e6-bfa1-8885c332d27c,IL_blue_48-53
a19467fd-ff50-4ea5-8bcc-dba372b02a53,IL_blue_51-56
ce1185db-2a2d-4c8c-b04f-24044adee92a,IL_blue_54-59
13fe220c-ebf1-405c-be49-c646d738b7af,IL_blue_57-62
016a455d-5fae-4183-995e-0669968d4bc9,IL_blue_60-65
6bb476d4-9273-4fc1-a239-ba945b41ae94,IL_blue_63-68
f1b4b7ec-e09a-4ecc-9623-546a76f81d50,IL_green_18-23
98befda9-6f84-4805-ba81-889ae8fc476c,IL_green_21-26
db61d3ed-4116-4b2a-8b1c-ca3e7c9fdf6b,IL_green_24-29
bea98953-9bb5-4962-bb87-7f612e9209dd,IL_green_27-32
8c21f210-c800-48bc-bce9-7dd19478db2c,IL_green_30-35
4a748e8a-2c4d-4531-890f-7fe6249b9352,IL_green_33-38
d8ad5d02-2bcb-458d-9c6e-db224b0e2e33,IL_green_36-41
a8cbaaf6-7d61-437e-8d77-cb4dd67a1aa5,IL_green_39-44
dda5cb82-0e94-4a3b-8328-853579b0226c,IL_green_42-47
3dcb404f-fa95-4b3b-af0e-ba7c257a1b74,IL_green_45-50
dd25d796-73a8-48ea-827e-7aaac4cc87a4,IL_green_48-53
37704121-5e3f-4c6c-8d98-50841cc80800,IL_green_51-56
4e476c0d-6854-4ccb-9db3-416c5f56e2c5,IL_green_54-59
23d37a2b-462e-43e1-a435-54e3c9c94945,IL_green_57-62
9f5b51dd-9657-4409-a982-2386ffd69e5b,IL_green_60-65
4286edd0-c5f4-45bd-b867-441a3e0aead2,IL_green_63-68
c498ca2f-96c9-4292-8efb-2857b9eb7c88,IL_black_18-23
49fa1e74-10d1-48dc-bfaa-ff65a26280ee,IL_black_21-26
a013c1f6-e3a1-4045-aedc-5fb6bf2fdfe8,IL_black_24-29
7778be93-6b48-4d6c-b293-3d476ff5dc3c,IL_black_27-32
20baf6a8-3def-4709-8dca-308fad66c4a6,IL_black_30-35
cfa193fc-8295-4428-93ad-4aafa5c59f1c,IL_black_33-38
cbbd427c-b461-44aa-a523-7f2d0331083b,IL_black_36-41
28955767-7239-4989-9df6-d66ce580b835,IL_black_39-44
faceab4a-5fe8-4160-9536-7ca05ebca337,IL_black_42-47
34c02e51-709b-44d0-986d-6834c19ff7df,IL_black_45-50
3426e875-768f-420c-bf53-a8124f1d5c66,IL_black_48-53
eaeb977c-c993-4690-906e-ca84200bbba3,IL_black_51-56
bdfa9bf2-c2b1-4abd-8c94-b702f465a91a,IL_black_54-59
98ec36e0-f78a-4b1e-9ec5-ae9443321856,IL_black_57-62
28e84c74-b8b9-4baa-9a98-06342c3d18ea,IL_black_60-65
621d7782-1e1d-4134-89a1-9579b20aaa2a,IL_black_63-68
aa36e8c2-e910-47b6-bb71-387c5d9e0f59,IL_white_18-23
1be0d148-f8ca-4979-9b33-62f7df78e6f8,IL_white_21-26
46cfb2bc-5cc3-4876-b14e-bab45a5ab137,IL_white_24-29
821f0022-f222-48df-9908-fc3c7b80ad3e,IL_white_27-32
4caf4577-5d2b-421c-a76e-6474be23a7d3,IL_white_30-35
3a66687d-ff45-4d63-8efc-a6fc04625f2c,IL_white_33-38
6b0beb5d-e328-469c-80c8-cb1e7a531504,IL_white_36-41
900c7ab0-c834-4752-9555-4ce44d849692,IL_white_39-44
7c9bff95-6e3e-4414-a9fc-9f4de0965bd0,IL_white_42-47
7db12782-f6e7-4808-9c66-8b923093164b,IL_white_45-50
a460c77e-87fa-441c-bfdc-f5f8ce6f827c,IL_white_48-53
be8c2f24-65fc-48b2-a199-d9744d01c227,IL_white_51-56
279b451e-2304-4046-8569-75e8229f285b,IL_white_54-59
bcae4ad0-eb76-40ce-b395-3c686547713b,IL_white_57-62
dbe008cf-0859-4008-b89f-e4230c3f3d88,IL_white_60-65
0ee625f0-3524-452f-92b1-789083ce44b7,IL_white_63-68
47dfb7e3-bbda-4328-83c0-7af98e79b62d,IL_brown_18-23
71c32fea-faa0-4e6a-8d44-f5695a39748e,IL_brown_21-26
c15ea15c-2eb9-43d4-a782-a1d3f49acf78,IL_brown_24-29
52ad2723-49ac-4faa-92fe-c31897b15d16,IL_brown_27-32
7deca750-7f44-4587-9c37-2d33077f77d4,IL_brown_30-35
e38b00ad-98aa-4130-bd62-19c203fb178b,IL_brown_33-38
f85f702b-12de-437c-8007-afad960c0992,IL_brown_36-41
03ea2ecf-2744-4329-bc76-56ad25091e96,IL_brown_39-44
dbcbe261-7db6-4cf2-b22c-aacab16c2511,IL_brown_42-47
f52438eb-56c5-404f-98e2-fe0e1abd0213,IL_brown_45-50
e3505ae3-448e-4087-b8aa-344966bebc75,IL_brown_48-53
ba54ace5-d3d6-4ff6-8c45-7aa8799ec5da,IL_brown_51-56
54c6b957-740f-4990-9f9d-20f5d8a31390,IL_brown_54-59
038b511a-c8de-4a13-ab0b-3bc932e3c613,IL_brown_57-62
907cc5e7-630c-41a9-8055-d94ce1a11b73,IL_brown_60-65
1d10ee93-1b1e-461f-9925-26ca1aea369f,IL_brown_63-68
b007014d-1f78-46b1-a8e0-728e3e55dd3e,IL_purple_18-23
89b8d4bb-12c3-4c1e-a013-175704ee2d92,IL_purple_21-26
f6ce5816-6d37-4187-a3b5-4506d7cbbdc8,IL_purple_24-29
11ee77eb-047f-4ce6-af46-83691ffcb3bc,IL_purple_27-32
49072eba-f51f-4cec-a315-7aa49017977e,IL_purple_30-35
c4b776ed-26d1-4d9e-a4fa-c4da646c0867,IL_purple_33-38
39cbc2fa-b27d-44ce-a645-574f24a8f087,IL_purple_36-41
620e2718-9a80-4cbb-ae39-024534ca0392,IL_purple_39-44
1eec1c1c-611f-4e20-b4da-86c66e3ee4fb,IL_purple_42-47
6f427d75-3419-4dd8-8f5e-c2f47cd52011,IL_purple_45-50
dc259346-37d8-4ab6-b03d-f4f58157651a,IL_purple_48-53
68eb120c-4107-4778-9a74-fd29362f60bf,IL_purple_51-56
338b2b1d-d340-44f1-a3e5-2bfd8e14ac1e,IL_purple_54-59
5b66c7fe-1a98-4204-9ba1-95c856706f69,IL_purple_57-62
c3f7dcdb-8fe1-4570-a13d-28865fd8a7d2,IL_purple_60-65
bda157b1-b0ac-4657-a64f-a440d5d15470,IL_purple_63-68
f2213854-a6bd-46a7-b12d-9af264bd046c,IL_pink_18-23
48fac7b7-8b2f-47c3-9c6b-55b4dee63c18,IL_pink_21-26
94e2bfc8-26e0-421e-9c24-1f42b1519cc9,IL_pink_24-29
15bddcd5-4dea-4001-ab1a-91d9402a402f,IL_pink_27-32
3a8c8097-b09c-4cb1-9df2-0c03c1401a45,IL_pink_30-35
6176661d-1d85-4915-b899-02f198f44465,IL_pink_33-38
6c617f35-a624-4a76-889c-ad41a9f31427,IL_pink_36-41
b9993b68-9309-4f6f-88f4-0f9250b4f163,IL_pink_39-44
4037965c-954c-4ddd-b076-f887475cfd34,IL_pink_42-47
656c17d4-02c6-4326-a5e0-737c21d7e3d6,IL_pink_45-50
c2c6841c-f01e-4733-8aa7-46939d578e9e,IL_pink_48-53
1184d062-bf4b-46b4-8674-de3f7c9e4e78,IL_pink_51-56
1a31d396-3dcd-45b0-83bd-bf92762acb94,IL_pink_54-59
67d1bbf1-7402-4b28-adc6-7670ec2d1203,IL_pink_57-62
e01c0572-8554-47b7-ac16-23d8648adc3f,IL_pink_60-65
c647c67b-970d-4fda-b67b-dd75233b947d,IL_pink_63-68
5c4ef3fb-0c2c-4495-b118-e577f46e83b4,IL_orange_18-23
20c38bd0-8f7c-425a-b05c-2b331ec91f9e,IL_orange_21-26
ac2d4f80-9c57-48a2-9686-7b78649d6343,IL_orange_24-29
0781451a-2933-4625-a566-d66a5a87e1fd,IL_orange_27-32
872ca33a-38df-4b32-a32e-baba29d3f1c9,IL_orange_30-35
801f91e2-95a3-4a3e-aa62-f3cb96e983c3,IL_orange_33-38
87f7086e-460c-4573-bc62-0d70621e33ce,IL_orange_36-41
29bff511-c145-4158-a05c-e013ab9efd76,IL_orange_39-44
c55c27ad-0e6d-43da-97f5-b0509a81b061,IL_orange_42-47
b4e044e6-7a04-48f0-af30-376eca611277,IL_orange_45-50
87bcebbe-c142-423d-ba99-4364067db19f,IL_orange_48-53
b78aee91-4414-475e-953d-f9a416b1dcf0,IL_orange_51-56
6bcb418f-ece4-492e-84cb-c8214a838659,IL_orange_54-59
7f4ca602-030c-4e6f-9072-f9119d93cace,IL_orange_57-62
c37e7bcd-6cbd-4480-ad05-275c5e7e78be,IL_orange_60-65
e0da29df-d24f-410c-82c5-686671342815,IL_orange_63-68
9f08b967-eeaf-413a-85c8-962fe247b311,IN_red_18-23
8509c845-c841-418a-a08e-7d8aa9c325d5,IN_red_21-26
91d48cc9-f3c2-4aab-bf90-b4b145344a84,IN_red_24-29
59501157-6e27-4437-83a8-f50c1e6e615e,IN_red_27-32
71ad5bb6-1fd3-491f-8543-af2816612a47,IN_red_30-35
d7b024b8-b79f-4f84-8952-b055d884b64e,IN_red_33-38
483ecba0-4d30-4d87-9cc6-7e6442956775,IN_red_36-41
f0366d86-3e22-49e9-bfdd-d913d9d19219,IN_red_39-44
fd2abf02-419c-493d-aea9-74459b384100,IN_red_42-47
c3c07e72-793d-43f0-a00f-34c2a5ef900d,IN_red_45-50
e03dd488-84bf-461d-b7b6-c6acf3842caf,IN_red_48-53
81845748-f0db-460d-8ac1-58fc8161a2eb,IN_red_51-56
bc31230e-51a8-4ac8-a739-0bc4a4e019c5,IN_red_54-59
9292f391-b78d-459d-a8ca-6bc50dcc34c4,IN_red_57-62
c9f532b6-79b9-469b-9a44-df10d5935a84,IN_red_60-65
fc1f31bb-21fe-453c-b525-95979d591fdd,IN_red_63-68
83971e96-b360-424f-89df-69c5b6ede986,IN_blue_18-23
6c0c8630-33a9-47d1-b590-332b0e0f1b7b,IN_blue_21-26
6a94f1a0-38fa-474b-b7a4-eb7612442f91,IN_blue_24-29
1ab1cac3-1b5f-40c8-b114-28abf7efe00f,IN_blue_27-32
c5cbd767-c638-4670-98c9-a1838017322f,IN_blue_30-35
e1d0d7e0-5779-4e14-9c10-11240a910c5f,IN_blue_33-38
d20d1d19-9430-4a44-a457-114b17d8df60,IN_blue_36-41
8d7e8209-a599-486d-a126-0f092490b1f7,IN_blue_39-44
a8a7776b-78a0-4e67-a1bc-8f159ec8b4f3,IN_blue_42-47
4e04a4fb-ebd3-414c-ac87-0504a450c378,IN_blue_45-50
4ae0ccef-ee72-4384-982c-59abdb0494df,IN_blue_48-53
ce94d172-b3c0-4bc8-b0d3-5153b0cd4aed,IN_blue_51-56
c00aa957-a9af-4dae-93e9-638e2baaa027,IN_blue_54-59
34b7d53c-944f-42ed-87d0-3e80a2a6e8e6,IN_blue_57-62
bea4da4e-45a7-476b-a761-b7912ad428c4,IN_blue_60-65
f58476cc-6608-4aad-8861-2314e7788deb,IN_blue_63-68
4d867227-42a0-4f64-bfb8-5df545384059,IN_green_18-23
65531742-4612-4070-95c6-9ef99308aec1,IN_green_21-26
ccf1ac45-e64a-44de-b467-357b661d89c3,IN_green_24-29
ae8f7ea0-4a2a-4821-a7f1-3e03da72525f,IN_green_27-32
eb49169d-abb6-4588-b971-8bad437735e8,IN_green_30-35
803f5bf8-666b-4064-bdd9-6e4d42380c18,IN_green_33-38
03a54bf9-c763-46a9-9503-89522249be29,IN_green_36-41
6e40997b-b00a-4cbb-8c4d-fa3741e854ab,IN_green_39-44
e512facd-7bf8-4116-adf4-eca1681ffc4b,IN_green_42-47
84e265b0-4060-43a0-b8e0-f3e6936c5af8,IN_green_45-50
829e507b-afb5-496a-a879-1e40a8acf3e5,IN_green_48-53
e74c5765-0fb3-4cfc-8385-868f07646497,IN_green_51-56
a4bd4cb0-08a0-4eeb-8746-de533cc9a96a,IN_green_54-59
3d831bea-fc87-4b09-92eb-5f4da6415c7a,IN_green_57-62
d225247c-ed4e-46f1-93a5-1884cdbc2720,IN_green_60-65
6c61734f-b11f-49ec-9cca-f5d7efa1ef5a,IN_green_63-68
3861d168-ef0d-4b47-a817-e6117b0c533e,IN_black_18-23
81001acf-0a20-4cb7-a983-8ae29d4ffeab,IN_black_21-26
de56a9b1-48ce-4556-bfbc-ef0b5604bf75,IN_black_24-29
9a84947d-f961-4954-bde9-eff777ef1547,IN_black_27-32
685ff47c-d809-4a69-a333-f9e52868549d,IN_black_30-35
41068a4a-9215-4041-a55a-fe873258e5fa,IN_black_33-38
1b474837-f9fc-47a5-9b1b-cc0465c62668,IN_black_36-41
c48593e1-6689-484f-beb1-5c698d831c72,IN_black_39-44
46487ab1-0509-428d-a087-1c3c873a8d47,IN_black_42-47
0e2718e2-7e5c-46a2-8e03-0c38d629c75c,IN_black_45-50
96814842-e33d-43e6-88c3-d3e8e96d3c6e,IN_black_48-53
9071f94f-52fd-40f7-92b8-b0f8430f9cd2,IN_black_51-56
87e0e68a-82a4-4e24-aa80-d1e3335bc588,IN_black_54-59
d7b695a3-9b22-42cd-bb13-0fd2f68b353b,IN_black_57-62
d335d9f6-9ea7-4a61-a992-70dd566a0c99,IN_black_60-65
2cf89064-aa5b-4fe9-b074-e062c2a29044,IN_black_63-68
e83b050f-13f5-4b97-9c4a-310df0c45bef,IN_white_18-23
77c7fc75-6828-4d9a-b8aa-3dff9a2d5f2a,IN_white_21-26
092018fc-47a4-46f8-975e-b99e6768b2e9,IN_white_24-29
df33fa4a-0feb-407f-afde-e5f1413bb727,IN_white_27-32
a399ceb6-791e-477a-8724-59537c3ac322,IN_white_30-35
7129de56-b4a2-40cf-8a64-de883240e5a6,IN_white_33-38
c8c3b5c6-faee-45a8-b6a4-172fd333aa1d,IN_white_36-41
2bae5b37-018d-44f3-aa5e-911fc02dba7e,IN_white_39-44
27b3c954-991c-4f41-874d-78d97d7b967e,IN_white_42-47
